,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,sample1.mapped.sorted.bam_mean,sample1.mapped.sorted.bam_var
k141_12,0.040160627637732926,0.02643908100496973,0.01639892493221617,0.01439089371766546,0.021419002968592952,0.010374831288564035,0.012048190634022963,0.014725565586757245,0.013052206241298318,0.007697456335829753,0.008366800074013324,0.015060237455849031,0.008032128204921538,0.010709503157655821,0.008366800074013324,0.008366800074013324,0.023092362314051876,0.011378846895839392,0.009705487550380464,0.008701471943105108,0.015729581194032602,0.011044175026747607,0.015729581194032602,0.012048190634022963,0.005689425121279041,0.005689425121279041,0.009036143812196893,0.012717534372206534,0.0073627844667379675,0.013386878110390105,0.008032128204921538,0.013052206241298318,0.002677378299452973,0.004016065775820114,0.003681393906728329,0.003681393906728329,0.002677378299452973,0.007028112597646182,0.005354753252187256,0.002677378299452973,0.003681393906728329,0.012048190634022963,0.004016065775820114,0.006693440728554397,0.005354753252187256,0.008366800074013324,0.00502008138309547,0.003346722037636544,0.006358768859462611,0.002342706430361188,0.004350737644911899,0.008032128204921538,0.0006693470849022616,0.006024096990370826,0.003346722037636544,0.0030120501685447585,0.008701471943105108,0.0020080345612694026,0.02643908100496973,0.00502008138309547,0.007697456335829753,0.01004015941947225,0.008701471943105108,0.014056221848573674,0.006358768859462611,0.0006693470849022616,0.00502008138309547,0.005689425121279041,0.00502008138309547,0.006024096990370826,0.00937081568128868,0.005354753252187256,0.007697456335829753,0.01372154997948189,0.017068268670399744,0.015394909324940816,0.006358768859462611,0.01372154997948189,0.01639892493221617,0.009705487550380464,0.011044175026747607,0.007028112597646182,0.004016065775820114,0.004016065775820114,0.004685409514003685,0.006024096990370826,0.0030120501685447585,0.002677378299452973,0.004016065775820114,0.006358768859462611,0.004685409514003685,0.009036143812196893,0.003681393906728329,0.005354753252187256,0.002342706430361188,0.003681393906728329,0.007697456335829753,0.00502008138309547,0.006693440728554397,0.005689425121279041,0.012048190634022963,0.005354753252187256,0.008701471943105108,0.0020080345612694026,0.004685409514003685,0.004350737644911899,0.004016065775820114,0.0020080345612694026,0.002677378299452973,0.0006693470849022616,0.008032128204921538,0.001338690823085832,0.003346722037636544,0.0030120501685447585,0.002342706430361188,0.004016065775820114,0.002677378299452973,0.0016733626921776174,0.0020080345612694026,0.0030120501685447585,3.3467186909178532e-09,0.00502008138309547,0.007697456335829753,0.005689425121279041,0.002677378299452973,0.004685409514003685,0.011044175026747607,0.0016733626921776174,0.00502008138309547,0.001338690823085832,0.00033467521581047625,0.001338690823085832,0.0020080345612694026,0.004016065775820114,0.0016733626921776174,0.002342706430361188,13.330175434706089,34.31761113419419
k141_4400,0.020908541149877283,0.014139589466028644,0.020607698852817345,0.011582429941019158,0.017448854733687978,0.004362214811580609,0.009927797307189491,0.007521058930709974,0.015944643248388284,0.012635377980728947,0.01067990304983934,0.012484956832198977,0.012334535683669007,0.008273164673359824,0.007821901227769913,0.009025270416009673,0.014290010614558615,0.008273164673359824,0.009175691564539642,0.011582429941019158,0.008724428118949733,0.012635377980728947,0.008122743524829853,0.008122743524829853,0.007821901227769913,0.008122743524829853,0.007821901227769913,0.006167268593940247,0.009175691564539642,0.007671480079239944,0.0036101090689307598,0.016395906693978193,0.006167268593940247,0.006016847445410277,0.006618532039530156,0.006468110891000186,0.005264741702760428,0.007220216633650035,0.007220216633650035,0.002858003326280911,0.005866426296880307,0.01067990304983934,0.0034596879204007902,0.005866426296880307,0.005565583999820368,0.014139589466028644,0.007972322376299884,0.006919374336590095,0.004061372514520669,0.006016847445410277,0.0039109513659907,0.009326112713069611,0.0022563187321610317,0.006618532039530156,0.006167268593940247,0.006618532039530156,0.0037605302174607298,0.005415162851290398,0.012484956832198977,0.006468110891000186,0.005716005148350337,0.006317689742470216,0.010980745346899278,0.01052948190130937,0.006167268593940247,0.004512635960110579,0.005415162851290398,0.01083032419836931,0.007370637782180005,0.005415162851290398,0.0033092667718708202,0.0037605302174607298,0.008724428118949733,0.015342958654268404,0.018501802773397767,0.008574006970419762,0.009476533861599582,0.015192537505738433,0.013989168317498675,0.012184114535139038,0.00977737615865952,0.0034596879204007902,0.004211793663050639,0.006618532039530156,0.007069795485120065,0.007220216633650035,0.004663057108640548,0.007521058930709974,0.006768953188060126,0.006919374336590095,0.00977737615865952,0.007370637782180005,0.0037605302174607298,0.010228639604249431,0.005415162851290398,0.0039109513659907,0.005716005148350337,0.008122743524829853,0.004061372514520669,0.0016546341380411528,0.01609506439691825,0.009626955010129551,0.008574006970419762,1.5042114852996979e-09,0.0033092667718708202,0.0039109513659907,0.006167268593940247,0.002707582177750941,0.006618532039530156,0.0016546341380411528,0.01052948190130937,0.005415162851290398,0.008122743524829853,0.007521058930709974,0.0034596879204007902,0.0033092667718708202,0.005866426296880307,0.001955476435101092,0.002707582177750941,0.005264741702760428,0.0001504226527414551,0.00977737615865952,0.007220216633650035,0.001955476435101092,0.0018050552865711226,0.004813478257170519,0.008574006970419762,0.0012033706924512435,0.004663057108640548,0.005264741702760428,0.0003008438012714249,0.0030084244748108807,0.0036101090689307598,0.0022563187321610317,0.0009025283953913039,0.0003008438012714249,6.534081681279803,7.192703912105295
k141_2952,0.027733996937208915,0.015442795145855167,0.014497318084981803,0.012606363963235072,0.01607311318643741,0.005672865516830394,0.007563819638577124,0.011976045922652829,0.010715409841488341,0.0100850918009061,0.009139614740032732,0.007563819638577124,0.007563819638577124,0.010400250821197221,0.006303183557412637,0.007563819638577124,0.011345727882070585,0.009769932780614976,0.007878978658868245,0.00882445571974161,0.009139614740032732,0.011660886902361707,0.010715409841488341,0.011030568861779463,0.004727388455957028,0.008194137679159367,0.00693350159799488,0.01229120494294395,0.008509296699450488,0.008509296699450488,0.010400250821197221,0.012921522983526194,0.00504254747624815,0.004097070415374785,0.00504254747624815,0.004727388455957028,0.005357706496539272,0.008194137679159367,0.008509296699450488,0.006303183557412637,0.0037819113950836635,0.010400250821197221,0.00315159335450142,0.004412229435665907,0.006303183557412637,0.009139614740032732,0.00882445571974161,0.0037819113950836635,0.0037819113950836635,0.006303183557412637,0.005357706496539272,0.004412229435665907,0.0018909572733369331,0.008509296699450488,0.0059880245371215154,0.008194137679159367,0.00693350159799488,0.00693350159799488,0.012606363963235072,0.006618342577703759,0.004412229435665907,0.004727388455957028,0.00882445571974161,0.013236682003817316,0.0059880245371215154,0.0037819113950836635,0.0059880245371215154,0.011030568861779463,0.00693350159799488,0.006303183557412637,0.0034667523747925416,0.004412229435665907,0.0100850918009061,0.014182159064690681,0.01607311318643741,0.011660886902361707,0.007248660618286002,0.010715409841488341,0.01386700004439956,0.007878978658868245,0.010400250821197221,0.0059880245371215154,0.005672865516830394,0.004412229435665907,0.0034667523747925416,0.00693350159799488,0.005357706496539272,0.007248660618286002,0.0059880245371215154,0.004727388455957028,0.007878978658868245,0.00882445571974161,0.006303183557412637,0.006618342577703759,0.007248660618286002,0.005672865516830394,0.004097070415374785,0.005357706496539272,0.010715409841488341,0.00504254747624815,0.010715409841488341,0.007563819638577124,0.00693350159799488,0.0037819113950836635,0.00504254747624815,0.0037819113950836635,0.004727388455957028,0.00504254747624815,0.0059880245371215154,0.0022061162936280547,0.007248660618286002,0.007563819638577124,0.007878978658868245,0.00504254747624815,0.0037819113950836635,0.006303183557412637,0.011660886902361707,0.004412229435665907,0.0037819113950836635,0.004412229435665907,0.0009454802124635681,0.009454773760323854,0.0100850918009061,0.004727388455957028,0.0006303211921724463,0.005672865516830394,0.005672865516830394,0.0037819113950836635,0.00882445571974161,0.004727388455957028,0.0006303211921724463,0.004727388455957028,0.004097070415374785,0.004097070415374785,0.0018909572733369331,0.00504254747624815,2.6060906345009918,1.1151613933658897
k141_22,0.01785713765098129,0.01166180544458619,0.01712827503846422,0.012755099363361796,0.0138483932821374,0.005102041931932555,0.01311953066962033,0.005830904544449626,0.010204080219552047,0.012755099363361796,0.012755099363361796,0.01239066805710326,0.014577255894654471,0.010204080219552047,0.009475217607034977,0.007288629769483766,0.008017492382000837,0.006924198463225231,0.006924198463225231,0.008746354994517907,0.007288629769483766,0.01311953066962033,0.010204080219552047,0.005830904544449626,0.009475217607034977,0.010204080219552047,0.008746354994517907,0.005830904544449626,0.006195335850708161,0.007288629769483766,0.0021865914818642736,0.012026236750844726,0.005102041931932555,0.006924198463225231,0.007653061075742301,0.0054664732381910905,0.0036443167068984147,0.006195335850708161,0.010568511525810583,0.004373179319415485,0.00473761062567402,0.009110786300776443,0.00473761062567402,0.006195335850708161,0.006195335850708161,0.016034981119688613,0.011297374138327654,0.006559767156966696,0.004373179319415485,0.006195335850708161,0.0036443167068984147,0.009839648913293513,0.0025510227881228088,0.006195335850708161,0.00400874801315695,0.01166180544458619,0.004373179319415485,0.004373179319415485,0.008746354994517907,0.006559767156966696,0.0054664732381910905,0.00400874801315695,0.008746354994517907,0.006924198463225231,0.007653061075742301,0.003279885400639879,0.006559767156966696,0.012026236750844726,0.007288629769483766,0.008746354994517907,0.0036443167068984147,0.002915454094381344,0.009839648913293513,0.01712827503846422,0.01567054981343008,0.013483961975878866,0.01311953066962033,0.01567054981343008,0.014941687200913007,0.008746354994517907,0.009839648913293513,0.002915454094381344,0.005830904544449626,0.006559767156966696,0.010204080219552047,0.007653061075742301,0.00473761062567402,0.010932942832069118,0.005102041931932555,0.005830904544449626,0.013483961975878866,0.006195335850708161,0.00400874801315695,0.006195335850708161,0.006195335850708161,0.003279885400639879,0.0036443167068984147,0.008017492382000837,0.0021865914818642736,0.0025510227881228088,0.01311953066962033,0.006559767156966696,0.008017492382000837,0.0003644349505715978,0.0025510227881228088,0.0018221601756057385,0.005102041931932555,0.006195335850708161,0.012026236750844726,0.0025510227881228088,0.016763843732205682,0.006559767156966696,0.006924198463225231,0.008746354994517907,0.0036443167068984147,0.002915454094381344,0.008746354994517907,0.0010932975630886682,0.00400874801315695,0.004373179319415485,0.000728866256830133,0.007288629769483766,0.010204080219552047,0.004373179319415485,0.0003644349505715978,0.005830904544449626,0.011297374138327654,0.0021865914818642736,0.007288629769483766,0.003279885400639879,3.6443130625853524e-09,0.005102041931932555,0.003279885400639879,0.0018221601756057385,0.0003644349505715978,3.6443130625853524e-09,4.789382352714671,2.9271515775644685
k141_1485,0.006755126854771385,0.008443907965328122,0.012303979075172087,0.010132689075884856,0.01206272463080684,0.004583836855484154,0.010132689075884856,0.013510251296998326,0.016405304629381303,0.009408925742789112,0.009408925742789112,0.008443907965328122,0.007478890187867128,0.010373943520250103,0.011821470186441592,0.0077201446322323775,0.010132689075884856,0.005307600188579897,0.005307600188579897,0.009167671298423864,0.008926416854058617,0.012545233519537334,0.014716523518824567,0.009167671298423864,0.006031363521675641,0.007478890187867128,0.00868516240969337,0.017611576851207542,0.012786487963902584,0.010373943520250103,0.006031363521675641,0.016405304629381303,0.0038600735223884098,0.006031363521675641,0.005307600188579897,0.004342582411118906,0.005307600188579897,0.006996381299136632,0.009167671298423864,0.0014475290787359309,0.004342582411118906,0.008202653520962873,0.0026538013005621705,0.00506634574421465,0.006996381299136632,0.009408925742789112,0.0077201446322323775,0.005548854632945145,0.004342582411118906,0.00506634574421465,0.006513872410406137,0.0108564524089806,0.007478890187867128,0.00868516240969337,0.006031363521675641,0.009408925742789112,0.008202653520962873,0.0033775646336579143,0.009167671298423864,0.007478890187867128,0.004101327966753658,0.0031363101892926664,0.005790109077310393,0.011097706853345848,0.006031363521675641,0.0028950557449274185,0.0048250912998494015,0.006996381299136632,0.0108564524089806,0.010615197964615353,0.0021712924118316747,0.005790109077310393,0.009408925742789112,0.0108564524089806,0.0108564524089806,0.015922795740650805,0.010615197964615353,0.006513872410406137,0.01544028685192031,0.013268996852633079,0.008443907965328122,0.007478890187867128,0.009891434631519608,0.006513872410406137,0.0077201446322323775,0.006755126854771385,0.0038600735223884098,0.006031363521675641,0.0033775646336579143,0.0036188190780231623,0.006272617966040889,0.012786487963902584,0.012545233519537334,0.009167671298423864,0.007478890187867128,0.0033775646336579143,0.008926416854058617,0.006513872410406137,0.009891434631519608,0.0019300379674664267,0.01568154129628556,0.012303979075172087,0.011097706853345848,0.005548854632945145,0.0038600735223884098,0.004583836855484154,0.007961399076597625,0.004342582411118906,0.006513872410406137,0.004342582411118906,0.0108564524089806,0.004342582411118906,0.005790109077310393,0.0038600735223884098,0.005548854632945145,0.005548854632945145,0.007478890187867128,0.001206274634370683,0.0028950557449274185,0.0033775646336579143,0.0014475290787359309,0.0038600735223884098,0.0077201446322323775,0.0009650201900054351,0.00024125685690969156,0.006272617966040889,0.008202653520962873,0.0021712924118316747,0.006031363521675641,0.009891434631519608,0.00024125685690969156,0.0036188190780231623,0.005548854632945145,0.0028950557449274185,0.0009650201900054351,0.004342582411118906,4.5535367633816906,4.888965796057108
k141_4421,0.023110777171439053,0.015040348329099834,0.012839322281189138,0.01430667297979627,0.02274393949678727,0.0025678673909392247,0.010638296233278442,0.006969919486760616,0.012472484606537356,0.011005133907930224,0.008070432510715963,0.008437270185367746,0.012472484606537356,0.012472484606537356,0.007336757161412398,0.011371971582582007,0.019075562750269445,0.008437270185367746,0.012839322281189138,0.012472484606537356,0.00880410786001953,0.013939835305144487,0.007703594836064181,0.0066030818121088335,0.009537783209323095,0.013572997630492705,0.006969919486760616,0.007703594836064181,0.007336757161412398,0.007703594836064181,0.0025678673909392247,0.012839322281189138,0.005135731113501703,0.005135731113501703,0.007336757161412398,0.0047688934388499206,0.005869406462805268,0.006236244137457051,0.007336757161412398,0.0014673543669838768,0.0047688934388499206,0.011005133907930224,0.0025678673909392247,0.0025678673909392247,0.008070432510715963,0.013939835305144487,0.010638296233278442,0.004035218089546355,0.005502568788153485,0.01027145855862666,0.0036683804148945724,0.00880410786001953,0.0014673543669838768,0.0025678673909392247,0.005135731113501703,0.014673510654448052,0.005869406462805268,0.00330154274024279,0.012472484606537356,0.008070432510715963,0.009170945534671312,0.008070432510715963,0.012839322281189138,0.009537783209323095,0.008437270185367746,0.002934705065591007,0.0066030818121088335,0.012105646931885573,0.004035218089546355,0.007703594836064181,0.00330154274024279,0.005135731113501703,0.007703594836064181,0.012472484606537356,0.01724137437701053,0.006969919486760616,0.013572997630492705,0.012839322281189138,0.009170945534671312,0.010638296233278442,0.01027145855862666,0.002934705065591007,0.00330154274024279,0.005502568788153485,0.008070432510715963,0.008070432510715963,0.00330154274024279,0.012472484606537356,0.0047688934388499206,0.006236244137457051,0.009537783209323095,0.006236244137457051,0.00330154274024279,0.0047688934388499206,0.0047688934388499206,0.00330154274024279,0.009170945534671312,0.007703594836064181,0.002201029716287442,0.002201029716287442,0.009170945534671312,0.00880410786001953,0.00880410786001953,3.6683767465178264e-09,0.00330154274024279,0.004402055764198138,0.00330154274024279,0.002934705065591007,0.005502568788153485,0.0025678673909392247,0.011005133907930224,0.00880410786001953,0.008070432510715963,0.009537783209323095,0.002201029716287442,0.0036683804148945724,0.009170945534671312,0.0018341920416356594,0.0011005166923320944,0.006236244137457051,3.6683767465178264e-09,0.008437270185367746,0.007336757161412398,0.002934705065591007,0.0011005166923320944,0.005502568788153485,0.009904620883974877,0.002201029716287442,0.005502568788153485,0.0047688934388499206,3.6683767465178264e-09,0.0025678673909392247,0.004402055764198138,0.0018341920416356594,0.0014673543669838768,0.00036684134302852916,6.785198057386584,8.022109334545236
k141_2965,0.01074412868602664,0.01074412868602664,0.013529642498880284,0.01074412868602664,0.008356545417866375,0.003581378881545844,0.009948267596639885,0.007560684328479619,0.01074412868602664,0.007162753783786242,0.01074412868602664,0.008356545417866375,0.008754475962559752,0.009948267596639885,0.01074412868602664,0.007560684328479619,0.008754475962559752,0.0063668926943994866,0.005571031605012732,0.009948267596639885,0.004775170515625977,0.009948267596639885,0.007560684328479619,0.011142059230720017,0.009948267596639885,0.009550337051946507,0.009948267596639885,0.00915240650725313,0.007560684328479619,0.005173101060319355,0.012335850864800149,0.009948267596639885,0.00596896214970611,0.005571031605012732,0.003581378881545844,0.0019896567027723345,0.0043772399709326,0.008754475962559752,0.004775170515625977,0.004775170515625977,0.008356545417866375,0.007958614873172997,0.0019896567027723345,0.007162753783786242,0.00915240650725313,0.008356545417866375,0.005173101060319355,0.0043772399709326,0.0019896567027723345,0.005571031605012732,0.005173101060319355,0.004775170515625977,0.002387587247465712,0.01591722576704055,0.0063668926943994866,0.00596896214970611,0.011937920320106772,0.003979309426239222,0.0063668926943994866,0.0011937956133855794,0.005173101060319355,0.004775170515625977,0.007162753783786242,0.011937920320106772,0.003581378881545844,0.0015917261580789567,0.002387587247465712,0.007162753783786242,0.00915240650725313,0.007560684328479619,0.0015917261580789567,3.979305446933776e-09,0.005571031605012732,0.011142059230720017,0.01750894794581406,0.01074412868602664,0.007162753783786242,0.009948267596639885,0.018304809035200813,0.00915240650725313,0.01591722576704055,0.0027855177921590896,0.00596896214970611,0.003581378881545844,0.008356545417866375,0.00915240650725313,0.006764823239092864,0.005571031605012732,0.0031834483368524667,0.007958614873172997,0.012733781409493529,0.009948267596639885,0.0043772399709326,0.00596896214970611,0.008754475962559752,0.0027855177921590896,0.011142059230720017,0.0031834483368524667,0.01711101740112068,0.011142059230720017,0.014723434132960416,0.013529642498880284,0.01074412868602664,0.0019896567027723345,0.003979309426239222,0.0063668926943994866,0.00596896214970611,0.00596896214970611,0.003979309426239222,0.003979309426239222,0.007560684328479619,0.0031834483368524667,0.005173101060319355,0.0063668926943994866,0.006764823239092864,0.011142059230720017,0.005571031605012732,0.006764823239092864,0.008754475962559752,0.0043772399709326,0.0027855177921590896,0.009948267596639885,0.011142059230720017,0.00915240650725313,0.000795865068692202,0.00915240650725313,0.007560684328479619,0.0063668926943994866,0.009948267596639885,0.00596896214970611,3.979305446933776e-09,0.007560684328479619,0.003979309426239222,0.012335850864800149,0.0003979345239988245,0.007162753783786242,3.3541942772612003,3.163659017605712
k141_1503,0.013775005334861465,0.012791076616640104,0.017054767728932673,0.017710720207746913,0.01607083901071131,0.005247623110276325,0.014758934053082828,0.008527385504347533,0.013447029095454345,0.0111511954196045,0.01147917165901162,0.009511314222568895,0.012463100377232982,0.009839290461976015,0.01213512413782586,0.0111511954196045,0.015086910292489947,0.00721548054671905,0.008855361743754652,0.009511314222568895,0.010823219180197378,0.01639881525011843,0.009839290461976015,0.00721548054671905,0.005575599349683446,0.006559528067904808,0.010167266701383137,0.007543456786126171,0.00721548054671905,0.010167266701383137,0.0026238131950193596,0.013775005334861465,0.004591670631462084,0.005247623110276325,0.005247623110276325,0.004263694392054963,0.003279765673833601,0.005247623110276325,0.00721548054671905,0.0029517894344264803,0.007871433025533291,0.008199409264940411,0.003279765673833601,0.004263694392054963,0.006559528067904808,0.01574286277130419,0.0068875043073119285,0.004263694392054963,0.0029517894344264803,0.004591670631462084,0.003935718152647843,0.01147917165901162,0.0029517894344264803,0.006231551828497687,0.005247623110276325,0.013447029095454345,0.006231551828497687,0.003607741913240722,0.014758934053082828,0.0029517894344264803,0.004591670631462084,0.006559528067904808,0.007543456786126171,0.0111511954196045,0.006231551828497687,0.003279765673833601,0.004591670631462084,0.009511314222568895,0.006559528067904808,0.006559528067904808,0.003935718152647843,0.002295836955612239,0.007871433025533291,0.017710720207746913,0.015086910292489947,0.009183337983161774,0.014758934053082828,0.020006553883596758,0.011807147898418741,0.011807147898418741,0.01147917165901162,0.0029517894344264803,0.004591670631462084,0.004919646870869205,0.005575599349683446,0.0068875043073119285,0.005903575589090567,0.0068875043073119285,0.008527385504347533,0.006559528067904808,0.012463100377232982,0.006559528067904808,0.003935718152647843,0.007543456786126171,0.003607741913240722,0.004263694392054963,0.006559528067904808,0.004591670631462084,0.004591670631462084,0.003935718152647843,0.010495242940790258,0.013119052856047224,0.00721548054671905,0.00032797951916951483,0.002295836955612239,0.004919646870869205,0.005247623110276325,0.004263694392054963,0.005247623110276325,0.0026238131950193596,0.010495242940790258,0.008855361743754652,0.005575599349683446,0.005575599349683446,0.0029517894344264803,0.003607741913240722,0.008527385504347533,0.002295836955612239,0.003935718152647843,0.004591670631462084,3.2797623940712076e-09,0.008527385504347533,0.006559528067904808,0.004919646870869205,0.002295836955612239,0.004919646870869205,0.015086910292489947,3.2797623940712076e-09,0.006231551828497687,0.004919646870869205,0.00032797951916951483,0.0029517894344264803,0.003607741913240722,0.0026238131950193596,0.0019678607162051183,0.00032797951916951483,3.075130606478291,1.0770684795960483
k141_4427,0.026304342223064006,0.01326086781852602,0.016956518899811784,0.014130432778828554,0.014782606499055452,0.006086956896030128,0.011304346657845323,0.008695651776937725,0.015652171459357985,0.011956520378072223,0.010869564177694057,0.009565216737240258,0.013695650298677286,0.008913043017013358,0.010869564177694057,0.01260869409829912,0.018695648820416848,0.005000000695651962,0.007391304336483927,0.008260869296786459,0.011956520378072223,0.011739129137996589,0.009999999217391524,0.008043478056710827,0.009130434257088992,0.006739130616257027,0.008260869296786459,0.009130434257088992,0.008043478056710827,0.007173913096408294,0.0021739145746687318,0.014782606499055452,0.006739130616257027,0.0047826094555763286,0.006304348136105761,0.005000000695651962,0.005434783175803228,0.004565218215500696,0.008478260536862093,0.00347826201512253,0.006086956896030128,0.008695651776937725,0.003043479534971264,0.0047826094555763286,0.006086956896030128,0.013695650298677286,0.0047826094555763286,0.00695652185633266,0.003913044495273797,0.005652174415878861,0.00413043573534943,0.009782607977315892,0.0019565233345930984,0.006521739376181394,0.006739130616257027,0.010869564177694057,0.008260869296786459,0.004565218215500696,0.01456521525897982,0.008043478056710827,0.009130434257088992,0.004347826975425063,0.009999999217391524,0.010869564177694057,0.007173913096408294,0.005000000695651962,0.00413043573534943,0.01108695541776969,0.006739130616257027,0.008478260536862093,0.0047826094555763286,0.005434783175803228,0.009999999217391524,0.014130432778828554,0.015652171459357985,0.010652172937618424,0.011956520378072223,0.01521738897920672,0.012173911618147855,0.010217390457467158,0.008695651776937725,0.00413043573534943,0.00347826201512253,0.0047826094555763286,0.005000000695651962,0.006086956896030128,0.004347826975425063,0.007173913096408294,0.005652174415878861,0.007826086816635193,0.008043478056710827,0.006521739376181394,0.0036956532551981635,0.005434783175803228,0.005869565655954494,0.0021739145746687318,0.00760869557655956,0.006521739376181394,0.0036956532551981635,0.002608697054819998,0.010869564177694057,0.009347825497164624,0.00695652185633266,2.1739124007563313e-09,0.0036956532551981635,0.005000000695651962,0.0036956532551981635,0.0032608707750468972,0.00695652185633266,0.0036956532551981635,0.013478259058601654,0.006521739376181394,0.006086956896030128,0.006739130616257027,0.0023913058147443647,0.0036956532551981635,0.007826086816635193,0.0008695671342149331,0.0017391320945174655,0.006521739376181394,2.1739124007563313e-09,0.006521739376181394,0.00695652185633266,0.00413043573534943,0.0019565233345930984,0.005652174415878861,0.012173911618147855,0.0019565233345930984,0.003043479534971264,0.005652174415878861,0.00021739341398803387,0.0032608707750468972,0.00413043573534943,0.0010869583742905663,0.0010869583742905663,0.00021739341398803387,17.27735111834718,28.856170727339148
k141_2984,0.02046437708321412,0.010625736146792126,0.01928374017084348,0.010625736146792126,0.010625736146792126,0.0011806408478270136,0.009445099234421486,0.010232190509335245,0.014561192521360922,0.012199918696619643,0.009445099234421486,0.011019281784249005,0.009838644871878365,0.005509642859852689,0.009838644871878365,0.00472255158493893,0.009445099234421486,0.005509642859852689,0.007870916684593967,0.011806373059162763,0.00590318849730957,0.00511609722239581,0.011019281784249005,0.011019281784249005,0.009445099234421486,0.007870916684593967,0.006296734134766449,0.009051553596964607,0.007083825409680208,0.007870916684593967,0.012593464334076524,0.014954738158817803,0.006690279772223328,0.007083825409680208,0.009445099234421486,0.006296734134766449,0.00590318849730957,0.011412827421705884,0.00472255158493893,0.003541914672568291,0.005509642859852689,0.009445099234421486,0.003935460310025171,0.004329005947482051,0.006690279772223328,0.011412827421705884,0.005509642859852689,0.00472255158493893,0.0031483690351114114,0.005509642859852689,0.00590318849730957,0.008658007959507727,0.0019677321227407727,0.009051553596964607,0.004329005947482051,0.00511609722239581,0.007870916684593967,0.00511609722239581,0.010625736146792126,0.006296734134766449,0.00472255158493893,0.00511609722239581,0.008264462322050846,0.011019281784249005,0.003541914672568291,0.00511609722239581,0.00472255158493893,0.009445099234421486,0.004329005947482051,0.008264462322050846,0.0031483690351114114,0.003935460310025171,0.007870916684593967,0.014167646883904043,0.01613537507118844,0.006690279772223328,0.006690279772223328,0.007870916684593967,0.012593464334076524,0.008264462322050846,0.014167646883904043,0.00472255158493893,0.0031483690351114114,0.006690279772223328,0.00511609722239581,0.009051553596964607,0.006690279772223328,0.007477371047137088,0.0019677321227407727,0.004329005947482051,0.013380555608990284,0.006296734134766449,0.005509642859852689,0.009445099234421486,0.008264462322050846,0.001574186485283893,0.008264462322050846,0.0031483690351114114,0.015348283796274682,0.007477371047137088,0.014561192521360922,0.008264462322050846,0.008264462322050846,0.003541914672568291,0.00511609722239581,0.006296734134766449,0.00472255158493893,0.003935460310025171,0.003935460310025171,0.003935460310025171,0.006296734134766449,0.008658007959507727,0.007083825409680208,0.003935460310025171,0.005509642859852689,0.011019281784249005,0.00590318849730957,0.0031483690351114114,0.005509642859852689,0.00511609722239581,0.0023612777601976524,0.009838644871878365,0.006296734134766449,0.003935460310025171,0.0023612777601976524,0.011412827421705884,0.007083825409680208,0.004329005947482051,0.005509642859852689,0.007083825409680208,0.00039354957291325425,0.00511609722239581,0.0031483690351114114,0.007870916684593967,0.0011806408478270136,0.010625736146792126,3.8137109189640768,2.248510672455296
